DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2021-06,2.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2021-07,2.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2021-08,3.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2021-09,3.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2021-10,4.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2021-11,4.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2021-12,4.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2022-01,5.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2022-02,5.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2022-03,6.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2022-04,8.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2022-05,8.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2022-06,9.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2022-07,10.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2022-08,9.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2022-09,9.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2022-10,8.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2022-11,8.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2022-12,7.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2023-01,6.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2023-02,6.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2023-03,6.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2023-04,3.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2023-05,3.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2023-06,2.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2023-07,2.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2023-08,3.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2023-09,4.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2023-10,3.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2023-11,2.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2023-12,1.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2024-01,2.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CY,2024-02,2.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2019-11,3.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2019-12,3.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2020-01,3.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2020-02,3.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2020-03,3.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2020-04,3.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2020-05,3.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2020-06,3.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2020-07,3.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2020-08,3.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2020-09,3.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2020-10,2.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2020-11,2.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2020-12,2.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2021-01,2.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2021-02,2.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2021-03,2.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2021-04,3.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2021-05,2.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2021-06,2.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2021-07,2.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2021-08,3.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2021-09,4.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2021-10,4.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2021-11,4.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2021-12,5.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2022-01,8.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2022-02,10.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2022-03,11.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2022-04,13.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2022-05,15.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2022-06,16.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2022-07,17.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2022-08,17.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2022-09,17.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2022-10,15.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2022-11,17.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2022-12,16.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2023-01,19.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2023-02,18.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2023-03,16.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2023-04,14.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2023-05,12.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2023-06,11.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2023-07,10.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2023-08,10.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2023-09,8.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2023-10,9.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2023-11,8.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2023-12,7.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2024-01,2.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,CZ,2024-02,2.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2019-11,1.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2019-12,1.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2020-01,1.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2020-02,1.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2020-03,1.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2020-04,0.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2020-05,0.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2020-06,0.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2020-07,0.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2020-08,-0.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2020-09,-0.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2020-10,-0.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2020-11,-0.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2020-12,-0.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2021-01,1.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2021-02,1.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2021-03,2.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2021-04,2.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2021-05,2.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2021-06,2.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2021-07,3.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2021-08,3.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2021-09,4.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2021-10,4.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2021-11,6.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2021-12,5.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2022-01,5.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2022-02,5.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2022-03,7.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2022-04,7.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2022-05,8.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2022-06,8.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2022-07,8.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2022-08,8.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2022-09,10.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2022-10,11.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2022-11,11.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2022-12,9.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2023-01,9.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2023-02,9.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2023-03,7.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2023-04,7.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2023-05,6.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2023-06,6.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2023-07,6.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2023-08,6.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2023-09,4.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2023-10,3.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2023-11,2.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2023-12,3.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2024-01,3.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DE,2024-02,2.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2019-11,0.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2019-12,0.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2020-01,0.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2020-02,0.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2020-03,0.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2020-04,-0.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2020-05,-0.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2020-06,0.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2020-07,0.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2020-08,0.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2020-09,0.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2020-10,0.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2020-11,0.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2020-12,0.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2021-01,0.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2021-02,0.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2021-03,0.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2021-04,1.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2021-05,1.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2021-06,1.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2021-07,1.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2021-08,1.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2021-09,2.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2021-10,3.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2021-11,3.8,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2021-12,3.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2022-01,4.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2022-02,5.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2022-03,6.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2022-04,7.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2022-05,8.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2022-06,9.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2022-07,9.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2022-08,9.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2022-09,11.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2022-10,11.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2022-11,9.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2022-12,9.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2023-01,8.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2023-02,8.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2023-03,7.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2023-04,5.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2023-05,2.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2023-06,2.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2023-07,3.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2023-08,2.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2023-09,0.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2023-10,-0.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2023-11,0.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2023-12,0.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2024-01,0.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,DK,2024-02,0.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2019-11,1.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2019-12,1.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2020-01,1.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2020-02,1.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2020-03,0.7,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2020-04,0.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2020-05,0.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2020-06,0.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2020-07,0.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2020-08,-0.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2020-09,-0.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2020-10,-0.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2020-11,-0.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2020-12,-0.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2021-01,0.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2021-02,0.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2021-03,1.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2021-04,1.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2021-05,2.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2021-06,1.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2021-07,2.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2021-08,3.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2021-09,3.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2021-10,4.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2021-11,4.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2021-12,5.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2022-01,5.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2022-02,5.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2022-03,7.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2022-04,7.4,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2022-05,8.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2022-06,8.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2022-07,8.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2022-08,9.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2022-09,9.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2022-10,10.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2022-11,10.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2022-12,9.2,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2023-01,8.6,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2023-02,8.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2023-03,6.9,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2023-04,7.0,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2023-05,6.1,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2023-06,5.5,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2023-07,5.3,
ESTAT:PRC_HICP_MANR(1.0),18/03/24 11:00:00,M,RCH_A,CP00,EA,2023-08,5.2,
