filename,status, issue_cause downloadURL, issue_cause accessURL
Situation update worldwide,delivered,no download url available
COVID-19 situation dashboard - [Graph] [Map] [Table],issue,no download url available,Error: Request failed with status code 400
COVID-19 cases worldwide,delivered
COVID-19 cases worldwide,delivered
Situation update for the EU/EEA and the UK,delivered,no download url available
COVID-19 cases worldwide,delivered
ECDC - RSS - COVID-19,delivered,no download url available
COVID-19 cases worldwide,delivered
